,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
2587,0,No,Yes,27,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,552.9
1717,0,Yes,No,72,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,1421.9
2198,0,Yes,Yes,17,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7
536,0,Yes,No,63,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05
5674,0,Yes,Yes,64,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,3210.35
6096,1,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,70.2
5645,0,Yes,No,64,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,4392.5
1969,0,No,No,60,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05
5499,1,No,No,15,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1
4919,0,Yes,No,70,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75
7042,0,No,No,66,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5
5973,0,No,No,64,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65
732,0,Yes,Yes,25,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05
2531,0,Yes,No,71,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.45,1681.6
6695,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.1,5224.95
4454,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.4,93.4
5021,0,Yes,Yes,23,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85
2310,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8
6121,0,Yes,Yes,8,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.5,159.35
3490,0,Yes,Yes,8,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05
1999,0,No,No,23,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45
3050,0,No,No,5,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9
5726,0,Yes,Yes,47,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),21.3,1041.8
3251,1,No,No,37,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75
4838,0,Yes,No,67,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45
81,0,Yes,Yes,11,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35
5757,1,Yes,No,28,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.7,734.6
6237,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95
794,0,No,No,6,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7
5839,1,Yes,No,7,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05
529,1,No,No,56,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3
5137,1,No,No,55,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55
5622,0,No,No,23,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1
6463,0,Yes,No,59,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9
1874,0,Yes,No,43,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5
190,0,Yes,Yes,43,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35
4139,1,No,No,24,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45
699,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6
894,0,Yes,No,63,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1
2462,0,No,Yes,1,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45
3492,0,No,No,3,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5
3109,0,No,No,56,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.95,1444.05
2671,0,No,No,63,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2
2331,0,Yes,No,25,No,No,No,No,No,No,No,One year,Yes,Mailed check,26.8,733.55
3542,0,Yes,Yes,29,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95
2798,0,No,No,10,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85
6524,0,No,Yes,10,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4
7016,0,No,No,1,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95
4186,0,No,Yes,62,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5
193,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3
4187,0,Yes,Yes,36,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.25,717.95
5141,0,No,No,5,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.25,86.05
78,1,No,No,30,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3
809,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55
4893,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9
6351,0,Yes,Yes,50,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05
6848,0,Yes,No,2,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.0,147.8
6771,0,Yes,Yes,31,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.65,702.05
5259,1,Yes,No,30,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45
4062,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5
1412,0,Yes,No,15,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4
1075,0,Yes,Yes,59,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8
1177,0,No,No,46,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8
45,0,No,No,49,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7
2114,0,No,No,40,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1
1965,0,No,No,24,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4
2760,0,No,No,26,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.65,595.5
6192,1,No,No,18,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6
1841,0,Yes,No,56,No,No,No,No,No,No,No,One year,No,Electronic check,24.3,1261.7
5427,0,No,No,31,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,2613.4
4984,0,No,No,42,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55
6143,0,Yes,Yes,50,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.35,938.95
3782,0,No,Yes,12,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,966.55
3074,0,Yes,Yes,35,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9
6116,0,No,No,48,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4
2496,0,No,No,18,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,388.6
798,0,Yes,Yes,1,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.0,20.0
2222,0,Yes,Yes,38,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7
1538,0,No,No,8,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55
1103,0,Yes,Yes,54,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85
570,0,Yes,Yes,60,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.25,1103.25
2857,0,Yes,Yes,47,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25
2823,0,Yes,No,39,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.45,790.0
4520,0,Yes,Yes,1,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.95,19.95
5817,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4
164,0,Yes,Yes,11,No,No,No,No,No,No,No,One year,No,Mailed check,20.6,233.9
3141,1,No,No,2,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25
854,0,No,No,68,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.5,1424.9
2465,0,No,No,1,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25
1293,0,Yes,Yes,67,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8
2890,1,Yes,Yes,47,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25
4636,0,Yes,Yes,44,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.0,860.85
908,0,No,Yes,8,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,170.9
4587,0,Yes,No,26,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45
3429,0,Yes,Yes,53,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,1007.9
2978,0,No,No,24,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15
2134,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.15,20.15
6518,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3
6014,0,No,No,54,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9
288,1,No,No,8,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55
5362,0,Yes,Yes,65,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.75,1715.1
546,0,Yes,Yes,39,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0
4726,0,Yes,No,72,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,49.2,3580.95
5944,0,No,No,12,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85
3068,0,Yes,No,51,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05
1063,0,No,No,10,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95
6137,0,No,No,5,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8
5564,0,No,No,35,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1
5234,0,Yes,No,40,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55
1672,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.1,5016.65
1389,1,Yes,No,34,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55
3153,0,No,No,23,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25
6023,1,No,No,51,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,967.9
2237,0,Yes,Yes,27,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4
2899,0,No,No,71,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65
6597,0,No,No,7,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8
279,0,No,No,5,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75
6566,0,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3
3364,0,Yes,No,21,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2
6825,0,No,No,27,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.3,2272.8
2199,0,Yes,Yes,52,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,1345.85
3394,0,No,No,26,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95
2650,0,No,No,15,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65
4152,0,Yes,No,65,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55
4940,1,No,No,16,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35
3927,0,Yes,No,3,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.55,51.15
1472,0,Yes,Yes,13,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75
397,0,No,No,34,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45
399,0,Yes,Yes,23,No,No,No,No,No,No,No,One year,No,Mailed check,20.05,415.1
5651,0,Yes,No,42,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,3588.4
5987,0,Yes,Yes,1,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,20.35
5698,0,Yes,Yes,21,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95
2609,0,Yes,No,61,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,6281.45
3058,0,No,Yes,17,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5
6190,0,No,No,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5
4002,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.85,5727.45
2900,1,Yes,Yes,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25
6572,0,Yes,No,68,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85
2988,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25
540,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5
3092,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1
3600,1,Yes,Yes,51,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,4146.05
5431,0,No,No,37,No,No,No,No,No,No,No,One year,Yes,Electronic check,19.8,695.05
521,1,Yes,No,29,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0
4555,0,Yes,Yes,19,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,387.4
6683,0,No,No,43,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,44.15,1931.3
5661,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.85,63.0
3046,0,Yes,No,61,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35
2917,0,Yes,Yes,68,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.95,1303.25
5628,0,No,No,13,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5
404,0,No,No,20,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.7,419.4
36,0,No,No,5,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9
4074,1,Yes,No,58,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6
1468,0,No,No,62,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45
773,0,Yes,No,5,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15
4007,0,Yes,No,55,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.7,1443.65
2909,0,No,No,43,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,2444.25
6775,1,No,No,57,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.75,4438.2
5935,1,No,No,13,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35
2729,0,No,No,2,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8
2432,1,Yes,No,50,No,No,No,No,No,No,No,One year,No,Electronic check,25.2,1306.3
6483,0,Yes,Yes,13,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45
4138,0,No,No,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45
10,0,Yes,Yes,13,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45
6089,1,Yes,No,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6
3409,1,Yes,No,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65
2599,0,No,No,72,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2
3626,0,No,Yes,23,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2
4360,1,Yes,No,31,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65
5650,0,Yes,Yes,39,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85
5189,0,No,No,1,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3
5956,0,No,No,31,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9
4290,0,Yes,Yes,1,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1
3798,0,No,No,42,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95
2283,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55
2910,0,Yes,Yes,35,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.4,949.8
3135,1,No,No,38,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25
2653,0,Yes,Yes,70,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75
2804,0,Yes,No,9,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,259.8
6521,0,Yes,Yes,18,No,No,No,No,No,No,No,Two year,No,Mailed check,25.1,428.45
5714,0,Yes,Yes,4,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,384.5
2797,0,No,No,3,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95
1116,0,No,No,38,No,No,No,No,No,No,No,One year,Yes,Electronic check,24.25,914.4
6715,0,No,No,11,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,990.3
5676,0,Yes,Yes,1,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.75,19.75
3269,0,No,No,65,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.8,1600.95
4876,0,No,No,10,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45
2876,0,No,No,19,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),19.7,386.5
4505,0,Yes,No,72,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.0,1776.0
209,0,Yes,No,64,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1
2977,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5
6895,0,Yes,Yes,54,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),46.0,2424.05
3930,0,Yes,Yes,67,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.4,7281.6
1555,0,Yes,No,53,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75
2295,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15
3440,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05
2193,0,No,Yes,56,No,No,No,No,No,No,No,One year,Yes,Mailed check,21.2,1238.65
2142,0,No,Yes,21,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8
818,0,Yes,No,21,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1
3934,0,No,Yes,10,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,411.45
1726,0,Yes,No,30,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.9,1441.95
2948,1,Yes,No,41,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3
420,0,Yes,Yes,5,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.3,132.25
1407,0,No,Yes,8,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45
2739,0,Yes,No,61,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9
7038,0,Yes,Yes,24,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,84.8,1990.5
4807,0,No,Yes,34,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9
7032,1,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,75.75
737,0,Yes,No,70,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5
3259,0,No,No,6,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95
6307,0,No,No,32,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.9,601.55
2769,0,No,No,15,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.75,297.3
1880,0,No,No,2,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45
4354,0,No,No,59,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.2,1192.3
3227,0,Yes,Yes,12,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65
1374,0,Yes,Yes,45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05
5679,0,No,No,8,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,649.65
5866,0,No,No,3,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.65,68.35
1296,1,No,No,20,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2
3190,0,Yes,Yes,66,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0
4228,0,Yes,Yes,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5
6358,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85
2792,0,No,No,15,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8
2932,1,Yes,No,55,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7
1554,0,No,No,26,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.9,518.3
6167,0,Yes,Yes,47,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,4137.2
2105,0,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0
5464,0,No,No,25,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.75,499.4
5877,0,No,No,53,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5
5181,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6
266,0,No,No,50,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.9,1195.25
6881,0,Yes,Yes,32,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,35.15,1051.05
4704,0,No,No,1,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,61.15
6662,0,No,No,47,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.65,1798.65
2326,0,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6
2422,1,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05
1311,0,Yes,Yes,42,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05
4310,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5
