,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,Rating
475,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777000000000001,205.317,2019-02-25,Credit card,195.54,6.3
853,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,Ewallet,527.9,10.0
504,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,Credit card,88.45,9.5
165,505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,Ewallet,340.56,5.6
302,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,Cash,48.61,4.4
831,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514000000000001,262.79400000000004,2019-02-25,Cash,250.28,9.5
264,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,Ewallet,54.45,7.9
274,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,Ewallet,598.26,7.9
794,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.6610000000000005,97.881,2019-02-26,Credit card,93.22,6.6
228,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,Cash,544.2,5.3
494,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.988999999999999,209.769,2019-02-26,Ewallet,199.78,7.1
320,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,Cash,206.37,5.5
659,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2019-02-26,Credit card,55.45,4.9
770,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.26800000000003,2019-02-26,Ewallet,382.16,4.5
977,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26,Ewallet,159.6,4.9
428,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,Cash,336.35,6.9
683,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108000000000004,2019-02-27,Ewallet,42.96,6.6
349,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,Credit card,135.0,4.8
656,250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2019-02-27,Credit card,99.69,8.0
345,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,Ewallet,701.37,7.6
361,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788000000000004,793.548,2019-02-27,Cash,755.76,9.1
89,318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.096999999999998,485.037,2019-02-27,Cash,461.94,6.1
702,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,Credit card,197.7,5.0
639,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.8629999999999995,165.123,2019-02-27,Ewallet,157.26,7.5
932,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,Ewallet,744.4,5.1
793,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,Credit card,648.2,9.3
46,370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27,Credit card,510.21,8.4
758,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,Ewallet,188.5,5.6
771,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,Credit card,601.09,8.0
486,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,Cash,410.9,7.3
55,399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.391999999999996,722.232,2019-02-28,Cash,687.84,8.2
710,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,Cash,483.72,9.1
731,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,Ewallet,168.0,4.8
242,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,Credit card,186.4,6.0
841,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,Cash,60.3,6.0
518,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.4730000000000003,72.933,2019-03-01,Ewallet,69.46,9.7
595,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.2230000000000003,46.683,2019-03-01,Credit card,44.46,8.7
674,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,Credit card,454.8,4.8
579,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.9510000000000005,145.971,2019-03-01,Ewallet,139.02,8.1
358,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,Ewallet,82.5,6.5
575,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,Ewallet,569.17,6.3
734,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.6860000000000004,56.406000000000006,2019-03-01,Ewallet,53.72,6.4
730,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.4639999999999995,93.744,2019-03-01,Credit card,89.28,4.4
101,189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,2019-03-01,Cash,706.95,7.2
383,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,Ewallet,299.56,4.2
238,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,Cash,66.1,4.3
842,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,Credit card,78.94,5.0
569,408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,Ewallet,517.86,4.1
996,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,Ewallet,973.8,4.4
353,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,Cash,243.0,4.8
252,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,Credit card,28.78,7.2
704,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,Cash,795.51,6.3
672,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,Ewallet,220.23,4.0
465,878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,Credit card,545.5,7.1
940,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,2019-03-02,Ewallet,266.08,6.9
929,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,2019-03-02,Ewallet,50.62,7.2
209,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,Credit card,897.57,6.5
965,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,2019-03-02,Credit card,76.54,5.8
24,549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,279.1845,2019-03-02,Ewallet,265.89,6.0
115,225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,2019-03-02,Credit card,81.06,7.1
919,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.9389999999999996,82.719,2019-03-02,Ewallet,78.78,6.3
892,607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,2019-03-02,Credit card,462.45,8.6
898,725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02,Cash,599.2,5.3
801,324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,Ewallet,241.6,5.1
295,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,Cash,259.6,7.5
636,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,2019-03-03,Credit card,202.65,6.0
790,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,2019-03-03,Credit card,46.41,4.0
172,733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,Cash,166.8,6.3
109,861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.985,860.685,2019-03-03,Cash,819.7,9.2
453,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,Ewallet,25.0,5.5
39,777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,253.00799999999998,2019-03-03,Cash,240.96,7.7
461,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,Credit card,730.5,8.7
783,468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,2019-03-03,Cash,352.08,8.8
2,631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33,7,16.2155,340.5255,2019-03-03,Credit card,324.31,7.4
186,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,Ewallet,755.92,7.5
176,175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.22799999999998,2019-03-03,Credit card,177.36,9.6
590,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959000000000001,293.139,2019-03-03,Credit card,279.18,4.3
966,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,2019-03-04,Ewallet,299.7,7.2
43,228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,2019-03-04,Cash,789.6,7.6
976,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,2019-03-04,Cash,298.64,8.5
803,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.031999999999996,462.67199999999997,2019-03-04,Cash,440.64,8.0
823,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,Cash,206.13,8.7
184,586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,Credit card,86.38,6.7
399,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.81799999999998,2019-03-04,Cash,173.16,8.0
692,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,Cash,486.3,8.8
589,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,Cash,73.1,4.4
408,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,Ewallet,226.12,5.5
283,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,Ewallet,598.98,8.5
354,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.5119999999999998,31.752,2019-03-04,Cash,30.24,8.4
78,829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,2019-03-05,Ewallet,783.1,6.6
631,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,Ewallet,234.93,5.4
492,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,Ewallet,202.56,8.7
493,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,Credit card,121.2,8.4
765,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.8639999999999,2019-03-05,Ewallet,763.68,4.7
72,510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,2019-03-05,Ewallet,145.56,4.0
85,730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.070999999999998,610.491,2019-03-05,Ewallet,581.42,4.0
185,895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.7119999999999997,56.952,2019-03-05,Ewallet,54.24,8.0
237,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,Credit card,221.1,8.6
341,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,Ewallet,391.79,8.9
309,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,Cash,163.82,7.8
116,291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.485,115.185,2019-03-05,Ewallet,109.7,5.3
21,371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197000000000001,277.137,2019-03-05,Ewallet,263.94,5.1
99,733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,2019-03-05,Cash,496.2,7.4
776,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,Credit card,457.17,4.2
727,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,Credit card,697.4,8.9
398,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,Credit card,246.36,8.3
270,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,Ewallet,337.15,6.3
221,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,Ewallet,434.56,5.4
893,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,2019-03-06,Cash,141.9,9.4
653,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.67400000000004,2019-03-06,Ewallet,335.88,5.1
975,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.83200000000001,2019-03-06,Credit card,99.84,7.0
369,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,Credit card,193.5,7.8
281,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,Credit card,37.0,7.9
131,802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.419,2019-03-06,Cash,552.78,8.3
148,262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,Credit card,574.88,6.2
63,199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,7.905,166.005,2019-03-06,Credit card,158.1,8.6
394,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,Ewallet,79.74,7.3
857,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662000000000001,118.902,2019-03-07,Cash,113.24,8.2
54,242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.6159999999999999,33.936,2019-03-07,Ewallet,32.32,6.5
477,598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,Ewallet,336.28,4.4
157,307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,Ewallet,251.4,9.7
553,399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.662999999999999,139.923,2019-03-07,Credit card,133.26,8.6
362,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.55900000000003,2019-03-07,Ewallet,199.58,8.0
313,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,Cash,139.95,5.0
537,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,Ewallet,97.94,6.9
261,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,Ewallet,65.8,5.6
134,483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,2019-03-08,Ewallet,487.8,5.3
95,594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.8580000000000005,102.01799999999999,2019-03-08,Ewallet,97.16,7.2
437,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197000000000001,214.137,2019-03-08,Credit card,203.94,7.7
431,574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,Ewallet,86.54,5.7
638,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,2019-03-08,Cash,88.15,8.5
145,458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,Credit card,277.56,9.5
438,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,Ewallet,68.16,7.0
356,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,Credit card,375.5,9.3
1,226-31-3081,C,Naypyitaw,Normal,Female,Electronic accessories,15.28,5,3.82,80.22,2019-03-08,Cash,76.4,9.6
429,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,Ewallet,906.5,7.3
323,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,Cash,308.85,6.7
122,219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.982,944.622,2019-03-09,Credit card,899.64,4.2
611,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,Cash,890.73,6.7
45,132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.63199999999995,2019-03-09,Cash,375.84,9.5
585,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.18200000000002,2019-03-09,Credit card,206.84,9.8
124,268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,2019-03-09,Ewallet,451.76,7.3
73,841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773000000000003,478.233,2019-03-09,Cash,455.46,8.7
755,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.2360000000001,2019-03-09,Credit card,778.32,6.2
433,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.2189999999999,2019-03-09,Credit card,668.78,9.6
729,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.262999999999998,383.523,2019-03-09,Cash,365.26,9.3
11,529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,107.14200000000001,2019-03-09,Cash,102.04,6.8
326,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,Cash,498.9,5.4
84,360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09,Cash,244.55,6.6
626,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087000000000001,127.82700000000001,2019-03-09,Ewallet,121.74,8.7
393,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,Credit card,522.6,6.2
234,157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,Ewallet,519.4,6.5
424,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.8140000000000001,17.094,2019-03-09,Cash,16.28,5.0
125,668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,2019-03-10,Credit card,655.83,4.5
735,607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,Credit card,819.5,6.0
219,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.62099999999998,2019-03-10,Credit card,172.02,7.9
389,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377000000000001,133.917,2019-03-10,Credit card,127.54,6.6
413,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.8760000000000003,81.396,2019-03-10,Ewallet,77.52,6.6
572,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,Ewallet,70.91,8.3
447,453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861000000000001,144.08100000000002,2019-03-10,Credit card,137.22,6.5
920,246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10,Credit card,322.11,5.1
992,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,2019-03-10,Ewallet,116.06,8.8
36,129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.655,328.755,2019-03-10,Ewallet,313.1,7.0
27,189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,8.767000000000001,184.107,2019-03-10,Credit card,175.34,7.7
978,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10,Credit card,25.45,5.1
386,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.030999999999999,294.651,2019-03-11,Cash,280.62,6.0
229,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368000000000002,532.7280000000001,2019-03-11,Ewallet,507.36,7.4
151,584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.095999999999998,254.016,2019-03-11,Credit card,241.92,7.3
534,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,Ewallet,141.6,6.2
969,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11,Credit card,172.45,9.0
16,656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,24.1255,506.6355,2019-03-11,Credit card,482.51,4.6
19,319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,2019-03-11,Ewallet,80.6,4.4
241,448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.51700000000001,2019-03-11,Credit card,119.54,5.8
917,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.61400000000003,2019-03-11,Cash,378.68,6.8
214,891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,Cash,207.27,6.5
318,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,Credit card,207.69,8.1
834,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,Ewallet,285.11,5.4
265,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,Credit card,688.8,8.7
284,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.533999999999999,200.21400000000003,2019-03-12,Cash,190.68,9.1
93,152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.962,608.202,2019-03-12,Credit card,579.24,8.6
327,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,Cash,377.04,8.6
691,266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.54400000000004,2019-03-12,Ewallet,385.28,5.2
231,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,Credit card,31.77,8.7
301,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,Credit card,39.01,4.7
198,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,Credit card,166.0,8.2
401,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.12400000000002,2019-03-12,Credit card,184.88,6.2
59,120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,2019-03-12,Cash,183.66,9.3
325,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.50800000000004,2019-03-12,Ewallet,390.96,6.4
262,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,Cash,153.2,5.7
688,173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.287999999999999,153.048,2019-03-13,Cash,145.76,6.1
396,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,Ewallet,271.35,4.6
162,101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,Credit card,320.53,7.0
123,336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,2019-03-13,Credit card,511.28,4.6
65,877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,166.635,2019-03-13,Cash,158.7,5.8
888,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,2019-03-13,Ewallet,97.52,6.8
490,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,Ewallet,69.4,8.2
294,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,Ewallet,181.1,5.9
871,584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,2019-03-13,Ewallet,56.5,9.6
333,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.3480000000000003,49.308,2019-03-14,Credit card,46.96,7.9
916,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,2019-03-14,Credit card,42.85,9.3
266,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.093999999999999,148.974,2019-03-14,Credit card,141.88,6.9
982,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,43.86600000000001,921.186,2019-03-14,Ewallet,877.32,7.4
352,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,Credit card,383.11,8.5
513,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,Cash,696.85,7.6
372,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.69300000000004,2019-03-14,Ewallet,420.66,5.2
924,457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.565999999999999,221.886,2019-03-14,Ewallet,211.32,6.5
